facilityId,officeNumber,companyId,companyName,name,slug,area,type,icon,color,desc,tags,address,tel,hours,website,serviceArea,isPublished,contactStatus,updatedAt,createdAt
f000059,4070806239,c000059,,エルデ福岡,facility-0059,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区八田三丁目４番３-207号ハイツ藤,092-405-0428,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000060,4070802634,c000060,,ケアポート箱崎ヘルパーステーション,facility-0060,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区原田二丁目21番10号,092-292-3130,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000061,4070805934,c000061,,訪問介護テポーレ原田,facility-0061,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区原田四丁目16番１号,092-292-4280,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000062,4070805157,c000062,,青洲の華ヘルパーステーションはこざき,facility-0062,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区原田四丁目34番26号,092-260-7853,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000063,4070805645,c000063,,ユリヘルパーステーション,facility-0063,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区二又瀬４番15-205号,092-577-7519,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000064,4070802691,c000064,,銀のすず介護支援センター,facility-0064,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区二又瀬新町12番13-101号ポートサイド会町,092-986-6480,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000065,4071103503,c000065,,おんりーわん,facility-0065,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区馬出五丁目40番11号　箱崎前田６ビル２階Ａ号,092-204-3332,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000066,4070902665,c000066,,アイケアソリューション,facility-0066,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区馬出四丁目１番25号,092-980-5200,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000067,4070804028,c000067,,訪問介護ステーションえがお,facility-0067,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区馬出四丁目５番25-103号,092-645-0250,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000068,4070904919,c000068,,へルパーステーション　博多の愛糸,facility-0068,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区馬出六丁目１７番２号,092-409-5646,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000069,4070806262,c000069,,介護クラーク福岡東,facility-0069,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区舞松原一丁目５番７号,092-410-5157,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000070,4070801735,c000070,,ニチイケアセンター松崎,facility-0070,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区松崎三丁目４番２０号,092-663-5560,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000071,4070805330,c000071,,ケアステーション桜寿のさと松島,facility-0071,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区松島二丁目９番10号,092-624-1820,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000072,4070801230,c000072,,菜の花ホームヘルプサービス,facility-0072,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区松島六丁目５番８号１階　アバンセ松島,092-626-2686,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000073,4070805975,c000073,,あおりんごヘルパーステーション,facility-0073,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区水谷一丁目15番56号,092-692-2887,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000074,4070805462,c000074,,ＳＪＲ千早ガーデンヘルパーステーション,facility-0074,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区水谷二丁目13番27号,092-405-0384,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000075,4070803897,c000075,,ＳＪＲ千早ヘルパーステーション,facility-0075,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区水谷二丁目50番１号,092-674-3768,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000076,4070805405,c000076,,まりも　ヘルパーステーション,facility-0076,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区三苫五丁目７番35号　Ｆｉｒｓａｒｔ202号,092-410-3991,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000077,4070805736,c000077,,ヘルパーステーションボヌール,facility-0077,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区三苫二丁目12番８-101号アクシス,092-210-1188,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000078,4070802097,c000078,,訪問介護微笑園,facility-0078,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区三苫二丁目28番40号,092-605-6512,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000079,4070806015,c000079,,ヘルパーステーションひおり,facility-0079,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区三苫三丁目10番４号,092-405-6951,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000080,4070801511,c000080,,ヘルパーステーションみとま,facility-0080,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区三苫四丁目３番15号,092-606-8861,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000081,4070806189,c000081,,ヘルプステーションえん,facility-0081,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区社領一丁目１番22号　レクサスガーデン社領1501号,092-405-8776,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000082,4070804291,c000082,,ヘルパーステーション　アソシエ大樹,facility-0082,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区若宮二丁目40番８号,092-674-4570,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000083,4070805322,c000083,,ヘルパーステーションＨＡＬ,facility-0083,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区和白丘一丁目１３番５－３０１号,092-517-9076,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000084,4070804598,c000084,,ヘルパーステーションＬＩＮＫ,facility-0084,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区和白丘一丁目22番18-201号,092-609-9075,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000085,4070800679,c000085,,あおぞらの里　和白ヘルパーステーション,facility-0085,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区和白東一丁目16番10号,092-605-7822,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000086,4070905312,c000086,,アオネ博多南ヘルパ―ステーション,facility-0086,福岡市博多区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市博多区相生町３－４－５ＣＯＣＯ南福岡２０１号,092-404-1212,,,福岡市博多区,true,未接触,2026-05-07,2026-05-07
f000087,4070900867,c000087,,有限会社シンシアリー介護サービス,facility-0087,福岡市博多区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市博多区青木一丁目14番３-205号,092-622-9018,,,福岡市博多区,true,未接触,2026-05-07,2026-05-07
f000088,4070902863,c000088,,さわやかヘルパーステーションいそうだ,facility-0088,福岡市博多区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市博多区井相田三丁目３番18号,092-588-0700,,,福岡市博多区,true,未接触,2026-05-07,2026-05-07
