facilityId,officeNumber,companyId,companyName,name,slug,prefecture,city,ward,area,type,icon,color,desc,tags,address,tel,hours,website,serviceArea,isPublished,contactStatus,updatedAt,createdAt
f000040,4070805900,c000040,,訪問介護事業所　蓮華,facility-0040,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区唐原五丁目８番17号,092-609-9959,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000041,4070800331,c000041,,ニチイケアセンター香椎,facility-0041,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区唐原五丁目９番56号,092-674-4318,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000042,4070803764,c000042,,ヘルパーステーションよつば,facility-0042,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区唐原三丁目６番16号,092-674-3268,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000043,4070805421,c000043,,ヘルパーステーション三進,facility-0043,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区唐原四丁目６番45号,092-775-3311,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000044,4070804812,c000044,,ヘルパーセンター明和,facility-0044,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区名島２丁目３５番２１号　池田ビル２Ｆ,092-663-8811,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000045,4070802386,c000045,,なでしこヘルパーステーション,facility-0045,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区名島４丁目54番29号,092-692-2729,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000046,4070802980,c000046,,ヘルパーステーションたすけ愛の会ひまわり東,facility-0046,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区名島一丁目１番24号,092-674-3090,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000047,4070803830,c000047,,ヒーリングステーション名島,facility-0047,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区名島一丁目５番１９号,092-663-5811,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000048,4070802360,c000048,,有限会社てるガイドサービス,facility-0048,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区名島二丁目21番１号,092-681-3055,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000049,4070804440,c000049,,ケアステーションにしこう東,facility-0049,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区奈多一丁目11番25号奈多パピヨン,092-605-6161,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000050,4070800406,c000050,,ヘルパーステーション海の中道,facility-0050,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区奈多一丁目２番２号,092-603-8510,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000051,4070801560,c000051,,ケアステーションにしこう博多,facility-0051,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区箱崎一丁目28番６号,092-643-8208,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000052,4070804663,c000052,,ヘルパーステーションきんしゃい,facility-0052,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区箱崎一丁目31番29号,092-409-2259,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000053,4070805850,c000053,,共生型　あい福祉サービス,facility-0053,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区箱崎三丁目21番４-102号,092-643-5577,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000054,4070803442,c000054,,ほがらか訪問介護ステーション,facility-0054,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区箱崎三丁目32番11号,092-645-0730,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000055,4071000592,c000055,,ケア・ワーカーズステーション福寿,facility-0055,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区箱崎四丁目37番９号,092-643-6670,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000056,4070802253,c000056,,ケアステーション向日葵,facility-0056,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区箱崎六丁目11番９号,092-641-8484,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000057,4070801032,c000057,,ヘルパーステーションほほえみ,facility-0057,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区筥松三丁目３番17号,092-621-8023,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000058,4070805744,c000058,,ケアステーション　まごころ,facility-0058,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区八田一丁目11番19-105号,070-3338-0897,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000059,4070806239,c000059,,エルデ福岡,facility-0059,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区八田三丁目４番３-207号ハイツ藤,092-405-0428,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000060,4070802634,c000060,,ケアポート箱崎ヘルパーステーション,facility-0060,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区原田二丁目21番10号,092-292-3130,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000061,4070805934,c000061,,訪問介護テポーレ原田,facility-0061,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区原田四丁目16番１号,092-292-4280,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000062,4070805157,c000062,,青洲の華ヘルパーステーションはこざき,facility-0062,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区原田四丁目34番26号,092-260-7853,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000063,4070805645,c000063,,ユリヘルパーステーション,facility-0063,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区二又瀬４番15-205号,092-577-7519,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000064,4070802691,c000064,,銀のすず介護支援センター,facility-0064,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区二又瀬新町12番13-101号ポートサイド会町,092-986-6480,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000065,4071103503,c000065,,おんりーわん,facility-0065,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区馬出五丁目40番11号　箱崎前田６ビル２階Ａ号,092-204-3332,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000066,4070902665,c000066,,アイケアソリューション,facility-0066,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区馬出四丁目１番25号,092-980-5200,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000067,4070804028,c000067,,訪問介護ステーションえがお,facility-0067,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区馬出四丁目５番25-103号,092-645-0250,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000068,4070904919,c000068,,へルパーステーション　博多の愛糸,facility-0068,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区馬出六丁目１７番２号,092-409-5646,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000069,4070806262,c000069,,介護クラーク福岡東,facility-0069,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区舞松原一丁目５番７号,092-410-5157,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000070,4070801735,c000070,,ニチイケアセンター松崎,facility-0070,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区松崎三丁目４番２０号,092-663-5560,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000071,4070805330,c000071,,ケアステーション桜寿のさと松島,facility-0071,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区松島二丁目９番10号,092-624-1820,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000072,4070801230,c000072,,菜の花ホームヘルプサービス,facility-0072,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区松島六丁目５番８号１階　アバンセ松島,092-626-2686,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000073,4070805975,c000073,,あおりんごヘルパーステーション,facility-0073,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区水谷一丁目15番56号,092-692-2887,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000074,4070805462,c000074,,ＳＪＲ千早ガーデンヘルパーステーション,facility-0074,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区水谷二丁目13番27号,092-405-0384,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000075,4070803897,c000075,,ＳＪＲ千早ヘルパーステーション,facility-0075,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区水谷二丁目50番１号,092-674-3768,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000076,4070805405,c000076,,まりも　ヘルパーステーション,facility-0076,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区三苫五丁目７番35号　Ｆｉｒｓａｒｔ202号,092-410-3991,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000077,4070805736,c000077,,ヘルパーステーションボヌール,facility-0077,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区三苫二丁目12番８-101号アクシス,092-210-1188,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000078,4070802097,c000078,,訪問介護微笑園,facility-0078,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区三苫二丁目28番40号,092-605-6512,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000079,4070806015,c000079,,ヘルパーステーションひおり,facility-0079,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区三苫三丁目10番４号,092-405-6951,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000080,4070801511,c000080,,ヘルパーステーションみとま,facility-0080,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区三苫四丁目３番15号,092-606-8861,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
f000081,4070806189,c000081,,ヘルプステーションえん,facility-0081,福岡県,福岡市,東区,福岡市東区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市東区社領一丁目１番22号　レクサスガーデン社領1501号,092-405-8776,,,福岡市東区,true,未接触,2026-05-07,2026-05-07
